Rank,URL,Title,Country,Air Date,Time Slot,Episodes,Runtime,Network,Director,Writer,Leads,Leads_Likes,Leads_Max,Score,Voter,Watchers,Genre,Tag
321,https://mydramalist.com/26135-rich-man-poor-woman/cast,Rich Man, South Korea ," May  9, 2018 - Jun 28, 2018"," Wednesday, Thursday", 16, 1 hr. 5 min.,"DramaX, Viki",/people/16732-min-doo-sik,/people/16733-hwang-jo-yoon,"/people/7248-kim-joon-myun, /people/5122-ha-yeon-soo, /people/5178-oh-chang-seok, /people/1572-kim-ye-won",638.5,1725,7.3,9596,20882,"Business, Comedy, Romance, Melodrama","Prosopagnosia, Rich Man/Poor Woman, Eccentric Male Lead, MDL Remake, Entrepreneur Male Lead, Friendship, Pathetic Female Lead, Weak Female Lead, Slow Burn Romance"
322,https://mydramalist.com/10846-my-lovely-girl/cast,My Lovely Girl, South Korea ," Sep 17, 2014 - Nov  6, 2014"," Wednesday, Thursday", 16, 60 min.,SBS,/people/23706-park-hyung-ki,/people/20022-noh-ji-sul,"/people/241-rain, /people/1637-krystal, /people/1552-l, /people/1222-cha-ye-ryeon",2929.25,5705,6.8,9325,20541,"Music, Romance, Drama","Older Man/Younger Woman, Composer Male Lead, Record Producer Female Lead, Record Producer Male Lead, Age Gap [Drama Life], Age Gap [Real Life], Chasing A Dream, Music Industry, Forbidden Love, Dog"
323,https://mydramalist.com/63415-love-playlist-season-5-2021/cast,Dear.M, South Korea ," Jun 29, 2022 - Jul  6, 2022", Wednesday, 12, 1 hr. 10 min.,"KBS2, Viki","/people/21240-park-jin-woo, /people/57553-seo-joo-wan",/people/46311-lee-seul,"/people/10439-park-hye-soo, /people/16158-jae-hyun, /people/4419-noh-jung-eui, /people/21015-bae-hyun-sung, /people/16803-wei, /people/29895-woo-da-bi",602.5,1002,8.1,6407,20517,"Romance, Life, Youth, Drama","Student, Multiple Mains, Long Time Friends, Cheerful Male Lead, First Love, Childhood Friends' Relationship, Roommates' Relationship, Campus Setting, Cheerful Female Lead, Dormitory"
324,https://mydramalist.com/25541-suits/cast,Suits, South Korea ," Apr 25, 2018 - Jun 14, 2018"," Wednesday, Thursday", 16, 60 min.,KBS2,"/people/18871-kim-jin-woo, /people/27009-kwon-young-il",/people/43963-kim-jung-min,"/people/883-jang-dong-gun, /people/3014-park-hyung-shik, /people/1115-jin-hee-kyung, /people/442-chae-jung-ahn, /people/5293-go-sung-hee, /people/8158-choi-gwi-hwa",2097.8333333333335,10998,8.2,6408,20409,"Action, Business, Law, Drama","Bromance, Slight Romance, Hidden Identity, Poor Male Lead, Nice Male Lead, Non-MDL Remake, Workplace Setting, Attorney Male Lead, Age Gap [Drama Life], Age Gap [Real Life]"
325,https://mydramalist.com/14086-d-day/cast,D-Day, South Korea ," Sep 18, 2015 - Nov 21, 2015"," Friday, Saturday", 20, 1 hr. 5 min.,jTBC,/people/20283-jang-yong-woo,/people/16017-hwang-eun-kyung,"/people/1944-kim-young-kwang, /people/346-jung-so-min, /people/618-ha-suk-jin, /people/2650-lee-kyung-young",2706.0,5456,8.3,8197,20406,"Romance, Drama, Medical","Disaster, Survival, Natural Disaster, Teamwork, Greed, Earthquake, Hardworking Male Lead, Secret, Corruption, Death"
326,https://mydramalist.com/22149-criminal-minds/cast,Criminal Minds, South Korea ," Jul 26, 2017 - Sep 28, 2017"," Wednesday, Thursday", 20, 60 min.,tvN,"/people/17013-lee-jung-hyo, /people/21135-yang-yoon-ho",/people/21133-hong-seung-hyun,"/people/207-lee-joon-gi, /people/3391-son-hyun-joo, /people/1220-moon-chae-won, /people/2883-yoo-sun, /people/12160-lee-sun-bin, /people/6845-go-yoon, /people/1873-kim-young-chul",2273.0,12112,7.8,6484,20360,"Action, Mystery, Drama","Murder, Investigation, Criminal Profiler Male Lead, Dark Fiction, Criminal Profiler Female Lead, Trauma, Serial Killer Supporting Character, Criminal Supporting Character, Kidnapping, Non-MDL Remake"
327,https://mydramalist.com/9234-angel-eyes/cast,Angel Eyes, South Korea ," Apr  5, 2014 - Jun 15, 2014"," Saturday, Sunday", 20, 1 hr. 5 min.,SBS,"/people/19210-park-shin-woo, /people/21472-choi-moon-seok",/people/16916-yoon-ji-ryun,"/people/231-gu-hye-seon, /people/694-lee-sang-yoon, /people/343-kim-ji-suk",1285.3333333333333,1723,7.5,8858,20357,"Romance, Medical, Melodrama","First Love, Male Chases Female First, Second Chance Romance, Secret, Tearjerker, Death, Second Chance, Lovers Separated, Time Skip, Doctor Male Lead"
328,https://mydramalist.com/12380-ho-goos-love/cast,Ho Goo's Love, South Korea ," Feb  9, 2015 - Mar 31, 2015"," Monday, Tuesday", 16, 60 min.,tvN,/people/16817-pyo-min-soo,/people/16380-yoon-nan-joong,"/people/213-uee, /people/2551-choi-woo-shik, /people/345-im-seul-ong, /people/9077-lee-soo-kyung",1518.5,3989,8.1,7634,20287,"Comedy, Romance, Youth, Melodrama","Strong Female Lead, Pregnancy, Male Chases Female First, Implied Rape, First Love, Adapted From A Webtoon, Athlete Female Lead, Meet Again, Friendship, Swimmer Female Lead"
329,https://mydramalist.com/34105-graceful-family/cast,Graceful Family, South Korea ," Aug 21, 2019 - Oct 17, 2019"," Wednesday, Thursday", 16, 1 hr. 20 min.,MBN,/people/21582-han-cheol-soo,"/people/29853-kwon-min-soo, /people/30851-park-min-kyung","/people/545-im-soo-hyang, /people/1320-lee-jang-woo, /people/2016-bae-jong-ok",579.0,1151,8.3,8313,20180,"Thriller, Mystery, Drama, Melodrama","Strong Female Lead, Smart Female Lead, Grandpa-Granddaughter Relationship, Badass Female Lead, Calm Male Lead, Rich Female Lead, Family Secret, Murder, Slow Burn Romance, Slight Romance"
330,https://mydramalist.com/31328-my-country/cast,My Country: The New Age, South Korea ," Oct  4, 2019 - Nov 23, 2019"," Friday, Saturday", 16, 1 hr. 20 min.,"jTBC, Netflix",/people/16580-kim-jin-won,/people/26681-chae-seung-dae,"/people/13727-yang-se-jong, /people/11745-woo-do-hwan, /people/5290-kim-seol-hyun",2803.3333333333335,5095,8.4,7320,20102,"Action, Historical, Romance, Drama","Friendship, Multiple Mains, Bromance, Joseon Dynasty, Strong Male Lead, Power Struggle, War, Smart Female Lead, First Love, Evil Parental Figure"
331,https://mydramalist.com/57749-jirisan/cast,Jirisan, South Korea ," Oct 23, 2021 - Dec 12, 2021"," Saturday, Sunday", 16, 1 hr. 10 min.,"iQiyi, tvN",/people/16030-lee-eung-bok,/people/15890-kim-eun-hee,"/people/285-jun-ji-hyun, /people/251-joo-ji-hoon",3848.5,5363,8.2,6359,20062,"Thriller, Mystery, Drama, Fantasy","Rescue Team, Supernatural Power, Flashback To Past, Teamwork, Strong Female Lead, Suspense, Murder, Nice Male Lead, Nice Female Lead, Investigation"
332,https://mydramalist.com/24015-live/cast,Live, South Korea ," Mar 10, 2018 - May  6, 2018"," Saturday, Sunday", 18, 1 hr. 15 min.,"Netflix, tvN","/people/15913-kim-kyu-tae, /people/21092-myung-hyun-woo",/people/15904-noh-hee-kyung,"/people/1817-lee-kwang-soo, /people/1273-jung-yoo-mi, /people/4549-bae-sung-woo, /people/2016-bae-jong-ok",939.5,2731,8.7,7511,20043,"Comedy, Romance, Life, Drama","Teamwork, Violence, Strong Female Lead, Smart Female Lead, Male Chases Female First, Police Officer Female Lead, Police Officer Male Lead, Nice Male Lead, Investigation, Marriage"
333,https://mydramalist.com/39221-stove-league/cast,Hot Stove League, South Korea ," Dec 13, 2019 - Feb 14, 2020"," Friday, Saturday", 16, 1 hr. 2 min.,SBS,/people/20892-jeong-dong-yoon,/people/30907-lee-shin-hwa,"/people/513-nam-goong-min, /people/1897-park-eun-bin, /people/10911-jo-byung-kyoo, /people/4684-oh-jung-se",2384.0,4391,8.7,8811,20030,"Drama, Sports, Melodrama","Hardworking Female Lead, Baseball, Hardworking Male Lead, Teamwork, Successful Male Lead, Tough Male Lead, Corruption, Calm Male Lead, Competition, Smart Male Lead"
334,https://mydramalist.com/20806-the-emperor-owner-of-the-mask/cast,The Emperor: Owner of the Mask, South Korea ," May 10, 2017 - Jul 13, 2017"," Wednesday, Thursday", 40, 30 min.,MBC,"/people/22315-park-won-gook, /people/22316-noh-do-cheol","/people/29181-park-hye-jin, /people/29183-jung-hae-ri","/people/589-yoo-seung-ho, /people/1851-kim-so-hyun, /people/1552-l, /people/6539-yoon-so-hee, /people/9500-heo-joon-ho, /people/1726-park-chul-min",3905.3333333333335,8829,8.0,7422,20013,"Historical, Romance, Drama, Political","Poison, Conspiracy, Identity Swap, Historical Fiction, Nice Female Lead, Royalty, Death, Revenge, Nice Male Lead, Joseon Dynasty"
335,https://mydramalist.com/79997-boy-referee/cast,Juvenile Justice, South Korea ," Feb 25, 2022", Friday, 10, 1 hr. 2 min.,Netflix,/people/16054-hong-jong-chan,/people/17531-kim-min-sook,"/people/1176-kim-hye-soo, /people/2671-kim-mu-yeol, /people/1658-lee-sung-min, /people/10706-lee-jung-eun",526.25,799,8.6,10249,19966,"Law, Drama","Hardworking Female Lead, Strong Female Lead, Tough Female Lead, Kind Male Lead, Hardworking Male Lead, Redemption, Violence, Runaway Teenager, Justice System, Web Series"
336,https://mydramalist.com/683675-immortal/cast,Bulgasal: Immortal Souls, South Korea ," Dec 18, 2021 - Feb  6, 2022"," Saturday, Sunday", 16, 1 hr. 15 min.,"Netflix, tvN",/people/42017-jang-young-woo,"/people/20178-kwon-so-ra, /people/19994-seo-jae-won","/people/832-lee-jin-wook, /people/14437-nara, /people/2502-lee-joon, /people/9347-gong-seung-yeon",1591.75,2134,8.3,8432,19922,"Thriller, Mystery, Drama, Fantasy","Curse, Reincarnation, Revenge, Immortal, Hidden Identity, Dark Fiction, Found Family, Suspense, Grudge, Death"
337,https://mydramalist.com/692043-again-my-life/cast,Again My Life, South Korea ," Apr  8, 2022 - May 28, 2022"," Friday, Saturday", 16, 1 hr. 5 min.,"SBS, ViuTV","/people/21582-han-cheol-soo, /people/100973-kim-yong-min","/people/96245-kim-yool, /people/96259-j, /people/12568-lee-byung-hun","/people/207-lee-joon-gi, /people/2650-lee-kyung-young, /people/17972-kim-ji-eun, /people/6024-jung-sang-hoon",3206.25,12112,8.3,7010,19907,"Mystery, Law, Drama, Fantasy","Time Travel, Fight For Justice, Death, Prosecutor Male Lead, Second Chance, Strong Male Lead, Corruption, Violence, Investigation, Bullied Male Lead"
338,https://mydramalist.com/681515-the-penthouse-season-3/cast,The Penthouse 3: War in Life, South Korea ," Jun  4, 2021 - Sep 10, 2021", Friday, 14, 1 hr. 15 min.,SBS,/people/20495-joo-dong-min,/people/16185-kim-soon-ok,"/people/1106-lee-ji-ah, /people/336-eugene, /people/609-kim-so-yeon",849.0,1237,8.1,10265,19897,"Thriller, Mystery, Crime, Drama","Suspense, Rivalry, Revenge, Murder, Older Woman/Younger Man, Investigation, Rich Male Lead, High Class Society, Greed, Rich Family"
339,https://mydramalist.com/62495-untitled/cast,Live On, South Korea ," Nov 17, 2020 - Jan 12, 2021", Tuesday, 8, 1 hr. 3 min.,"jTBC, Naver TV Cast, Viki",/people/50143-kim-sang-woo,/people/49567-bang-yoo-jung,"/people/1103-jung-da-bin, /people/9607-hwang-min-hyun, /people/16322-noh-jong-hyun, /people/16354-yang-hye-ji, /people/22782-yeonwoo, /people/14273-choi-byung-chan",572.1666666666666,1118,8.2,9014,19811,"Comedy, Romance, Youth, Drama","High School, School Bullying, Hidden Past, Popular Female Lead, Student, Social Media, Hardworking Male Lead, School Club, Smart Male Lead, Strong Female Lead"
340,https://mydramalist.com/15853-missing-9/cast,Missing 9, South Korea ," Jan 18, 2017 - Mar  9, 2017"," Wednesday, Thursday", 16, 60 min.,MBC,/people/21037-ashbun,/people/16135-han-jung-hoon,"/people/698-jung-kyung-ho, /people/1652-baek-jin-hee",2144.5,3643,7.4,7176,19772,"Adventure, Mystery, Comedy, Drama","Survival, Strong Female Lead, Lying, Murder, Nice Male Lead, Disaster, Slight Romance, Amnesia, Melodrama, Aviation Accident"
341,https://mydramalist.com/7327-who-are-you-2013/cast,Who Are You, South Korea ," Jul 29, 2013 - Sep 17, 2013"," Monday, Tuesday", 16, 60 min.,tvN,/people/17816-jo-hyun-taek,"/people/43173-ban-ki-ri, /people/74637-moon-ji-young","/people/443-so-yi-hyun, /people/423-ok-taec-yeon, /people/314-kim-jae-wook",3100.0,4808,7.7,8382,19725,"Mystery, Horror, Romance, Supernatural","Ghost-seeing Female Lead, Older Woman/Younger Man, Murder, Amnesia, Ghost, Suspense, Death, Strong Female Lead, Love Triangle, Investigation"
342,https://mydramalist.com/20396-my-only-love-song/cast,My Only Love Song, South Korea ," Jun  9, 2017",n/a, 20, 30 min.,Netflix,/people/16732-min-doo-sik,/people/17756-kim-soo-jin,"/people/9347-gong-seung-yeon, /people/2533-lee-jong-hyun",1316.5,1569,7.8,9771,19665,"Historical, Comedy, Romance, Drama","Time Travel, Goguryeo Dynasty, Fate, Sassy Female Lead, Love/Hate Relationship, Soulmates, Steamy Kiss, First Love, Princess Supporting Character, Historical Fiction"
343,https://mydramalist.com/29133-witch-s-love/cast,Witch's Love, South Korea ," Jul 25, 2018 - Aug 30, 2018"," Wednesday, Thursday", 12, 60 min.,"MBN, Viki",/people/20991-park-chan-yool,/people/20990-son-eun-hye,"/people/6539-yoon-so-hee, /people/328-hyun-woo, /people/7049-hong-bin, /people/1150-kim-young-ok, /people/2638-go-soo-hee",658.0,1146,7.6,8177,19598,"Comedy, Romance, Drama, Fantasy","Magic, Love Triangle, Rich Male Lead, Secret Relationship, Sassy Female Lead, Love/Hate Relationship, Witch Female Lead, Hidden Identity, Black Magic, Superhuman Strength"
344,https://mydramalist.com/17275-my-sassy-girl/cast,My Sassy Girl, South Korea ," May 29, 2017 - Jul 18, 2017"," Monday, Tuesday", 32, 30 min.,SBS,/people/22892-oh-jin-suk,/people/29185-yoon-hyo-je,"/people/396-joo-won, /people/1722-oh-yeon-seo, /people/4058-lee-jung-shin, /people/2421-kim-yoon-hye",1602.0,2703,7.8,7331,19591,"Historical, Comedy, Romance","Joseon Dynasty, Sassy Female Lead, Love/Hate Relationship, Princess Female Lead, Historical Fiction, Royalty, Smart Male Lead, Pre-produced, Nice Male Lead, First Love"
345,https://mydramalist.com/685237-untitled-kim-eun-sook-project/cast,The Glory Season 1, South Korea ," Dec 30, 2022", Friday, 8, 50 min.,Netflix,/people/16031-ahn-gil-ho,/people/15905-kim-eun-sook,"/people/294-song-hye-kyo, /people/17489-lee-do-hyun, /people/7310-im-ji-yeon, /people/5860-yum-hye-ran, /people/5255-park-sung-hoon, /people/9411-jung-sung-il",1698.0,4655,8.9,9275,19460,"Thriller, Drama, Melodrama","Revenge, School Bullying, School Violence, Strong Female Lead, Teacher Female Lead, Antiheroine Female Lead, Doctor Male Lead, Social Issues, Time Skip, Pre-produced"
346,https://mydramalist.com/685203-that-night/cast,One Ordinary Day, South Korea ," Nov 27, 2021 - Dec 19, 2021"," Saturday, Sunday", 8, 1 hr. 10 min.,ViuTV,/people/16567-lee-myung-woo,/people/60301-kwon-soon-gyu,"/people/424-kim-soo-hyun, /people/488-cha-seung-won",7885.0,13837,8.5,6015,19444,"Thriller, Mystery, Law, Crime","Murder, Investigation, Brief Nudity, Sexual Content, Death, Student, Lawyer Male Lead, Drug Usage, Trial, Violence"
347,https://mydramalist.com/62841-i-m-breaking-up-now/cast,"Now, We Are Breaking Up", South Korea ," Nov 12, 2021 - Jan  8, 2022"," Friday, Saturday", 16, 60 min.,"SBS, ViuTV",/people/66193-lee-gil-bok,/people/17518-je-in,"/people/294-song-hye-kyo, /people/8226-jang-ki-yong, /people/6434-choi-hee-seo, /people/20100-kim-joo-heon",2305.0,4655,6.9,6156,19437,"Romance, Drama, Melodrama","Older Woman/Younger Man, Forbidden Love, Photography, Smart Male Lead, Age Gap [Drama Life], Cold Female Lead, Age Gap [Real Life], Smart Female Lead, Multiple Couples, Fate"
348,https://mydramalist.com/33538-catch-yoo-ryung/cast,Catch the Ghost, South Korea ," Oct 21, 2019 - Dec 10, 2019"," Monday, Tuesday", 16, 1 hr. 5 min.,tvN,/people/16240-shin-yoon-sub,"/people/29287-so-won, /people/29289-lee-young-joo","/people/313-moon-geun-young, /people/15244-kim-sun-ho, /people/9354-jung-eugene, /people/16215-ki-do-hoon",1652.0,4203,8.1,6786,19419,"Thriller, Mystery, Comedy, Romance","Impulsive Female Lead, Teamwork, Nice Male Lead, Strong Female Lead, Strong Male Lead, Smart Female Lead, Character Development, Love/Hate Relationship, Autism, Boss-Employee Relationship"
349,https://mydramalist.com/16997-mirror-of-the-witch/cast,Mirror of the Witch, South Korea ," May 13, 2016 - Jul 16, 2016"," Friday, Saturday", 20, 1 hr. 5 min.,jTBC,/people/17816-jo-hyun-taek,/people/17815-yang-hyuk-moon,"/people/395-yoon-shi-yoon, /people/822-kim-sae-ron",3198.5,3971,7.7,7426,19382,"Historical, Romance, Medical, Fantasy","Joseon Dynasty, Magic, Black Magic, Curse, Nice Male Lead, Revenge, Noble Woman/Common Man, Witch Female Lead, Age Gap [Real Life], Princess Female Lead"
350,https://mydramalist.com/7352-bel-ami/cast,Bel Ami, South Korea ," Nov 20, 2013 - Jan  9, 2014"," Wednesday, Thursday", 16, 60 min.,KBS2,"/people/16052-lee-jae-sang, /people/16197-jung-jung-hwa, /people/17528-shin-yong-hwi",/people/16188-yoo-young-a,"/people/201-jang-geun-suk, /people/426-iu, /people/635-han-chae-young, /people/1320-lee-jang-woo",4146.5,11980,6.7,9033,19354,"Comedy, Romance, Drama, Family","Sassy Female Lead, Eccentric Female Lead, Beauty, Female Chases Male First, Unrequited Love, Love Triangle, Arrogant Male Lead, Adapted From A Manhwa"
351,https://mydramalist.com/687861-our-police-course/cast,Rookie Cops, South Korea ," Jan 26, 2022 - Mar 16, 2022", Wednesday, 16, 60 min.,Hulu,"/people/20950-kim-byung-soo, /people/101227-kim-jung-wook",/people/22943-lee-ha-na,"/people/15935-kang-daniel, /people/9225-chae-soo-bin",1806.0,3008,8.3,7346,19303,"Romance, Life, Youth, Drama","Police Academy, University, Campus Setting, Hardship, Coming Of Age, Student, Student-Teacher Relationship, Teacher Supporting Character, Chasing A Dream, Ambition"
352,https://mydramalist.com/705665-tell-me-your-wish/cast,If You Wish Upon Me, South Korea ," Aug 10, 2022 - Sep 29, 2022"," Wednesday, Thursday", 16, 1 hr. 10 min.,"KBS2, ViuTV",/people/22599-kim-yong-wan,/people/106533-jo-young-soo,"/people/806-ji-chang-wook, /people/2550-choi-soo-young, /people/1113-sung-dong-il",6448.666666666667,16343,8.4,5630,19273,"Romance, Life, Drama, Medical","Healing, Found Family, Terminal Illness, Character Development, Hospice Care, Life Lesson, Tearjerker, Tragic Past, Nurse Female Lead, Attempted Suicide"
353,https://mydramalist.com/14827-twenty-again/cast,Twenty Again, South Korea ," Aug 28, 2015 - Oct 17, 2015"," Friday, Saturday", 16, 1 hr. 2 min.,tvN,/people/18854-kim-hyeong-sik,/people/18854-kim-hyeong-sik,/people/75919-park-heung-sik,0.0,0,8.1,8791,19258,"Comedy, Romance, Life, Drama","Second Chance, Successful Male Lead, Male Chases Female First, Childish Male Lead, Smart Male Lead, Boss-Employee Relationship, Mean Male Lead, First Love, Childhood Friends' Relationship, Workplace Setting"
354,https://mydramalist.com/709085-i-wanna-bite-it/cast,Kissable Lips, South Korea ," Feb  3, 2022 - Feb 25, 2022"," Thursday, Friday", 8, 11 min.,n/a,/people/105619-yang-kyung-hee,/people/105621-lee-yeon-joo,"/people/55481-kim-ji-woong, /people/24707-yun-seo-bin",475.0,615,7.1,10960,19224,"Romance, Youth, Supernatural","Gay Romance, LGBTQ+, Miniseries, Gay Male Lead, Short Length Series, Web Series, Vampire Male Lead, Fast Paced Romance, University, Interspecies Romance"
355,https://mydramalist.com/12591-dream-knight/cast,Dream Knight, South Korea ," Jan 27, 2015 - Mar  5, 2015"," Tuesday, Thursday", 12, 13 min.,Naver TV Cast,/people/36815-park-byung-hwan,/people/26153-won-young-shil,"/people/428-song-ha-yoon, /people/2109-jb, /people/2197-park-jin-young, /people/8943-mark, /people/8945-jackson, /people/9063-bhuwakul-kunpimook, /people/9065-kim-yoo-gyum, /people/9067-young-jae",1310.875,4661,7.3,9877,19169,"Romance, Drama, Fantasy","Web Series, Reverse-Harem, K-Pop, Music, Idol Male Lead, Short Length Series, Magical Object, Protector, Moral Dilemma, Orphan Female Lead"
356,https://mydramalist.com/22875-queen-for-seven-days/cast,Queen for Seven Days, South Korea ," May 31, 2017 - Aug  3, 2017"," Wednesday, Thursday", 20, 60 min.,KBS2,/people/15936-lee-jung-sub,/people/20649-choi-jin-young,"/people/430-park-min-young, /people/1340-yeon-woo-jin, /people/660-lee-dong-gun",4043.3333333333335,9443,8.3,6741,19108,"Historical, Romance, Melodrama, Political","Joseon Dynasty, Sibling Rivalry, Lying, Revenge, First Love, Strong Female Lead, Love Triangle, Royalty, Jealousy, Drama"
